model,condition,problem_id,seed,gold_answer,v4_status,v4_extracted_answer,v4_correct,v4_abstain_reason,finish_reason,truncated,eos_seen,generated_token_count,runtime_error,nonfinite,source_file
Qwen3.5-9B,QWEN_INT8_C128,aime26_20,1,190,EXTRACTED,190,True,,eos,False,True,30048,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_20,2,190,EXTRACTED,190,True,,eos,False,True,24797,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_21,1,50,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_21,2,50,EXTRACTED,50,True,,eos,False,True,79187,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_22,1,754,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_22,2,754,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_23,1,245,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,43954,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_23,2,245,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_24,1,669,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_24,2,669,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_25,1,850,EXTRACTED,850,True,,eos,False,True,76287,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_25,2,850,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_26,1,132,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_26,2,132,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_27,1,223,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_27,2,223,EXTRACTED,223,True,,eos,False,True,45306,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_28,1,107,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_28,2,107,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_29,1,157,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_29,2,157,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_30,1,393,EXTRACTED,243,False,,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_30,2,393,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_01,1,277,EXTRACTED,277,True,,eos,False,True,11191,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_01,2,277,EXTRACTED,277,True,,eos,False,True,9125,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_02,1,62,EXTRACTED,62,True,,eos,False,True,23137,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_02,2,62,EXTRACTED,62,True,,eos,False,True,19610,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_03,1,79,EXTRACTED,79,True,,eos,False,True,20413,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_03,2,79,EXTRACTED,79,True,,eos,False,True,19289,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_04,1,70,EXTRACTED,70,True,,eos,False,True,22271,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_04,2,70,EXTRACTED,700,False,,eos,False,True,33978,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_05,1,65,EXTRACTED,65,True,,eos,False,True,19622,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_05,2,65,EXTRACTED,65,True,,eos,False,True,17144,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_06,1,441,EXTRACTED,441,True,,eos,False,True,16012,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_06,2,441,EXTRACTED,441,True,,eos,False,True,24452,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_07,1,396,EXTRACTED,396,True,,eos,False,True,17135,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_07,2,396,EXTRACTED,396,True,,eos,False,True,19002,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_08,1,244,EXTRACTED,244,True,,eos,False,True,24668,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_08,2,244,EXTRACTED,244,True,,eos,False,True,17288,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_09,1,29,EXTRACTED,29,True,,eos,False,True,37084,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_09,2,29,EXTRACTED,2,False,,eos,False,True,33658,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_10,1,156,EXTRACTED,,False,,eos,False,True,43040,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_10,2,156,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,47024,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_11,1,896,EXTRACTED,2,False,,eos,False,True,33097,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_11,2,896,EXTRACTED,896,True,,eos,False,True,42667,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_12,1,161,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,29543,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_12,2,161,EXTRACTED,161,True,,eos,False,True,25928,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_13,1,39,EXTRACTED,40,False,,eos,False,True,44250,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_13,2,39,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,36814,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_14,1,681,EXTRACTED,681,True,,eos,False,True,32818,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_14,2,681,EXTRACTED,681,True,,eos,False,True,43426,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_15,1,83,EXTRACTED,2,False,,eos,False,True,37410,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_15,2,83,EXTRACTED,1,False,,eos,False,True,57384,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_16,1,178,EXTRACTED,178,True,,eos,False,True,13454,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_16,2,178,EXTRACTED,178,True,,eos,False,True,12662,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_17,1,243,EXTRACTED,243,True,,eos,False,True,52430,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_17,2,243,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,53469,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_18,1,503,EXTRACTED,503,True,,eos,False,True,47330,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_18,2,503,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,39896,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_19,1,279,EXTRACTED,279,True,,eos,False,True,19596,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_19,2,279,EXTRACTED,279,True,,eos,False,True,17324,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_20,1,190,EXTRACTED,190,True,,eos,False,True,16448,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_20,2,190,EXTRACTED,190,True,,eos,False,True,19601,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_21,1,50,EXTRACTED,50,True,,eos,False,True,33918,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_21,2,50,EXTRACTED,50,True,,eos,False,True,32363,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_22,1,754,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,28049,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_22,2,754,EXTRACTED,754,True,,eos,False,True,30120,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_23,1,245,EXTRACTED,245,True,,eos,False,True,29244,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_23,2,245,EXTRACTED,245,True,,eos,False,True,27034,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_24,1,669,EXTRACTED,669,True,,eos,False,True,27088,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_24,2,669,EXTRACTED,669,True,,eos,False,True,27051,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_25,1,850,EXTRACTED,850,True,,eos,False,True,22784,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_25,2,850,EXTRACTED,850,True,,eos,False,True,24584,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_26,1,132,EXTRACTED,132,True,,eos,False,True,26706,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_26,2,132,EXTRACTED,7,False,,eos,False,True,36928,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_27,1,223,EXTRACTED,223,True,,eos,False,True,26972,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_27,2,223,EXTRACTED,223,True,,eos,False,True,27527,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_28,1,107,EXTRACTED,,False,,eos,False,True,64764,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_28,2,107,EXTRACTED,4040,False,,eos,False,True,41305,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_29,1,157,EXTRACTED,157,True,,eos,False,True,35085,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_29,2,157,EXTRACTED,16,False,,eos,False,True,45669,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_30,1,393,EXTRACTED,243,False,,eos,False,True,46990,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
Qwen3.5-9B,QWEN_INT8_C128_KEY_HADAMARD,aime26_30,2,393,EXTRACTED,243,False,,eos,False,True,33480,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128_key_h.jsonl
