condition_id,condition,question_id,generation_seed,source_status,gold_answer,v4_status,v4_extracted_answer,v4_correct,v4_abstain_reason,finish_reason,truncated,eos_seen,generated_token_count,latency_s,peak_gpu_memory_mb,runtime_error,nonfinite,source_file
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_13,1,NEW_GENERATION,39,EXTRACTED,4,False,,eos,False,True,24650,2719.75377035141,17963.33935546875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_13_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_14,1,NEW_GENERATION,681,EXTRACTED,202,False,,eos,False,True,79204,8103.953808546066,19771.78759765625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_14_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_15,1,NEW_GENERATION,83,EXTRACTED,0,False,,eos,False,True,49294,5412.533963918686,18783.41552734375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_15_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_16,1,NEW_GENERATION,178,EXTRACTED,178,True,,eos,False,True,14952,1576.6532430648804,17636.04443359375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_16_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_17,1,NEW_GENERATION,243,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,51658,5276.175489425659,18878.34228515625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_17_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_18,1,NEW_GENERATION,503,EXTRACTED,503,True,,eos,False,True,27397,2853.082198381424,18055.71826171875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_18_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_19,1,NEW_GENERATION,279,EXTRACTED,279,True,,eos,False,True,27600,3070.5810623168945,18060.26513671875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_19_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_20,1,NEW_GENERATION,190,EXTRACTED,190,True,,eos,False,True,15331,1663.4726798534393,17651.00244140625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_20_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_21,1,NEW_GENERATION,50,EXTRACTED,41,False,,eos,False,True,38050,3937.786701440811,18403.72509765625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_21_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_22,1,NEW_GENERATION,754,EXTRACTED,754,True,,eos,False,True,26065,2707.4854216575623,18011.09619140625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_22_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_23,1,NEW_GENERATION,245,EXTRACTED,245,True,,eos,False,True,26459,3000.5507538318634,18019.60986328125,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_23_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_24,1,NEW_GENERATION,669,EXTRACTED,669,True,,eos,False,True,32036,3391.5137758255005,18205.66650390625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_24_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_25,1,NEW_GENERATION,850,EXTRACTED,,False,,eos,False,True,49259,5777.874379873276,18782.81787109375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_25_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_26,1,NEW_GENERATION,132,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,39126,4357.450218915939,18447.74658203125,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_26_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_27,1,NEW_GENERATION,223,EXTRACTED,223,True,,eos,False,True,28228,3113.876297235489,18083.98193359375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_27_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_28,1,NEW_GENERATION,107,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,35562,3890.162979364395,18330.29248046875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_28_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_29,1,NEW_GENERATION,157,EXTRACTED,1,False,,eos,False,True,56567,5729.936521530151,19026.78076171875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_29_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_30,1,NEW_GENERATION,393,EXTRACTED,243,False,,eos,False,True,61570,6655.712762355804,19189.90771484375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_30_seed1.json
